"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1013","Invalid email format","firefox","2026-04-04","passed","2026-04-04","Login Module","jobseeker-login.spec.js","",""
"","613","TC18 - Confirm Password field masks input","chromium","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","3386","TC08 - Experience field is visible","firefox","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","4508","TC08 - Create Job button is visible","firefox","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","1420","TC12 - Navbar Register button is visible","webkit","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","894","TC29 - Job Seeker register link is present","webkit","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","1008","Missing Mobile","firefox","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","1190","TC12 - Clicking Login navigates to login page","webkit","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","378","TC03 - Logo displays Job Portal text","chromium","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","649","TC11 - Navbar Login button is visible","firefox","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","1038","TC27 - Missing company name shows required error","firefox","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","776","TC28 - Navigate to Login via navbar","firefox","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","1188","TC01 - Page loads successfully","webkit","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","3285","TC30 - Successful registration completes without error","firefox","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","833","TC10 - Login button has correct text","firefox","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","4383","TC01 - Page loads successfully","firefox","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","2734","TC13 - Complete Profile page heading is correct","firefox","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","30058","TC05 - Logout button is visible","chromium","2026-04-04","broken","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","5379","TC20 - Valid job submission redirects to dashboard","webkit","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","840","Refresh clears form","firefox","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","2720","TC13 - Create Job button links to correct URL","chromium","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","2600","TC04 - Navbar logo links to recruiter home","chromium","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","831","TC13 - Register button is visible","webkit","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","1978","Only spaces in all fields should show validation errors","webkit","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","2569","TC01 - Dashboard loads after login","firefox","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","4758","TC16 - Fresher checkbox is unchecked by default","chromium","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","6135","TC07 - Logo links to homepage","webkit","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","1226","TC22 - Empty form shows required field errors","webkit","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","2653","TC10 - View Jobs button is visible","chromium","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","4030","TC18 - Navbar logo is visible","webkit","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","3190","TC04 - Job Description field is visible","firefox","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","5354","TC15 - Unauthenticated access redirects to login","firefox","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","735","TC26 - Weak password shows error","chromium","2026-04-04","failed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","1390","TC15 - Mobile field accepts numeric input","webkit","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","344","TC04 - Logo image is visible","chromium","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","22266","TC08 - Experience field is visible","chromium","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","2726","TC13 - Complete Profile page heading is correct","chromium","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","11440","TC26 - Weak password shows error","firefox","2026-04-04","failed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","522","TC09 - Confirm Password field is visible","chromium","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","844","TC10 - Login button has correct text","webkit","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","4880","TC02 - Dashboard heading is correct","webkit","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","3819","TC02 - Page heading is Post New Job","webkit","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","494","TC17 - Password field masks input","chromium","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","2628","TC10 - View Applications button links to correct URL","chromium","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","2638","TC10 - Submit button has correct label","chromium","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","819","TC04 - Logo image is visible","firefox","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","5260","TC02 - Navbar is fixed positioned","webkit","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","3844","TC04 - Name field is visible","firefox","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","1206","TC08 - Clicking logo navigates to homepage","webkit","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","2686","TC11 - All three action cards are visible","firefox","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","1126","Weak password","firefox","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","8578","TC30 - Successful registration completes without error","webkit","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","2711","TC17 - Refresh clears all fields","chromium","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","2656","TC06 - Logout button has correct text","chromium","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","2761","TC05 - Required Skills field is visible","chromium","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","980","TC03 - Register form is visible","webkit","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","2766","TC05 - Search input is visible with correct placeholder","chromium","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","470","TC05 - Email field is visible","chromium","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","649","TC20 - Refresh clears the form","chromium","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","2641","TC01 - Post Job page loads after login","chromium","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","3953","TC15 - Work Experience section is visible","webkit","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","3426","TC25 - Password mismatch shows error","chromium","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","3183","TC08 - Update Profile button links to correct URL","firefox","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","4953","TC16 - Fresher checkbox is unchecked by default","webkit","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","2592","TC09 - Manage Jobs card is visible","chromium","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","1119","TC12 - Clicking Login navigates to login page","firefox","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","2694","TC19 - Logout button is visible","chromium","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","5680","TC04 - Logout redirects away from dashboard","webkit","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","1843","Missing Email","firefox","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","873","Login page loads","webkit","2026-04-04","passed","2026-04-04","Login Module","jobseeker-login.spec.js","",""
"","4036","TC13 - Complete Profile page heading is correct","webkit","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","667","Page loads successfully","chromium","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","3847","TC03 - Job Role field is visible","firefox","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","2702","TC03 - Job Role field is visible","chromium","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","2306","TC02 - Page title is correct","webkit","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","1605","Invalid email format","webkit","2026-04-04","passed","2026-04-04","Login Module","jobseeker-login.spec.js","",""
"","26010","TC20 - Valid job submission redirects to dashboard","chromium","2026-04-04","failed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","2612","TC07 - Post New Job card is visible","chromium","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","3629","TC14 - CTC field is of type number","firefox","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","498","TC08 - Password field is visible","chromium","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","421","TC07 - Logo links to homepage","chromium","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","653","Email/Phone field empty validation","chromium","2026-04-04","passed","2026-04-04","Login Module","jobseeker-login.spec.js","",""
"","1379","Navbar Register link works correctly","webkit","2026-04-04","passed","2026-04-04","Login Module","jobseeker-login.spec.js","",""
"","2579","TC06 - Location field is visible","chromium","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","3351","TC01 - Dashboard loads after login","chromium","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","415","TC11 - Login button links to /login","chromium","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","2712","TC02 - Page heading is Post New Job","chromium","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","918","Refresh clears form","webkit","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","746","TC15 - Clicking Register navigates to jobseeker register","firefox","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","2852","TC14 - Education Details fields are visible","chromium","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","1108","TC13 - Name field accepts text input","webkit","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","3769","TC01 - Post Job page loads after login","webkit","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","1974","TC15 - Unauthenticated access redirects to login","chromium","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","3000","TC30 - Successful registration completes without error","chromium","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","796","Password mismatch","firefox","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","1019","Wrong credentials","firefox","2026-04-04","passed","2026-04-04","Login Module","jobseeker-login.spec.js","",""
"","846","Missing Confirm Password","firefox","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","1246","TC03 - Logo displays Job Portal text","firefox","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","839","TC10 - Submit button is visible","webkit","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","4138","TC12 - Job Role field accepts text input","firefox","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","654","TC06 - Logo image has alt text","firefox","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","30090","TC06 - Logo image has alt text","chromium","2026-04-04","broken","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","5395","TC18 - Navbar logo is visible","firefox","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","1760","Missing Password","webkit","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","2773","TC14 - CTC field is of type number","chromium","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","30073","TC04 - Job Description field is visible","chromium","2026-04-04","broken","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","3151","Navigate to Login page","chromium","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","3674","TC20 - Complete Profile submit button is visible","webkit","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","1159","Email/Phone field empty validation","firefox","2026-04-04","passed","2026-04-04","Login Module","jobseeker-login.spec.js","",""
"","3967","TC04 - Job Description field is visible","webkit","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","400","Login page loads","chromium","2026-04-04","passed","2026-04-04","Login Module","jobseeker-login.spec.js","",""
"","4042","TC01 - Dashboard loads after login","firefox","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","5257","Weak password","webkit","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","991","TC02 - Login with valid email & password","chromium","2026-04-04","passed","2026-04-04","Login Module","jobseeker-login.spec.js","",""
"","1314","get started link","webkit","2026-04-04","passed","2026-04-04","","example.spec.js","",""
"","1458","Email/Phone field empty validation","webkit","2026-04-04","passed","2026-04-04","Login Module","jobseeker-login.spec.js","",""
"","3757","TC08 - Update Profile button links to correct URL","webkit","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","7330","TC10 - View Jobs button is visible","webkit","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","805","TC02 - Page title is correct","firefox","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","2245","TC03 - Unauthenticated access redirects away","webkit","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","565","TC12 - Clicking Login navigates to login page","chromium","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","641","Refresh clears form","chromium","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","3378","TC06 - Search Jobs button is visible","webkit","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","1121","TC03 - Register form is visible","firefox","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","4900","TC03 - Navbar logo is visible","firefox","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","603","TC14 - Register button has correct text","firefox","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
"","1414","Missing Password","firefox","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","2798","TC06 - Search Jobs button is visible","firefox","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","3337","get started link","chromium","2026-04-04","passed","2026-04-04","","example.spec.js","",""
"","10818","TC08 - Update Profile button links to correct URL","chromium","2026-04-04","failed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","3605","TC09 - Submit button is visible","webkit","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","2831","TC15 - Work Experience section is visible","firefox","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","764","TC14 - Email field accepts email input","firefox","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","1778","TC02 - Login with valid email & password","webkit","2026-04-04","passed","2026-04-04","Login Module","jobseeker-login.spec.js","",""
"","2731","TC02 - Dashboard heading is correct","chromium","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","10510","TC19 - Form fields are empty on page load","webkit","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","2635","TC12 - View Applications button is visible","chromium","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","5205","TC08 - Experience field is visible","webkit","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","969","Missing Name","chromium","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","4122","TC13 - Create Job button links to correct URL","firefox","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","3881","TC05 - Logout button is visible","webkit","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","947","Login with phone number & password","chromium","2026-04-04","passed","2026-04-04","Login Module","jobseeker-login.spec.js","",""
"","4492","TC04 - Logout redirects away from dashboard","chromium","2026-04-04","passed","2026-04-04","Job Seeker Dashboard","jobseeker-dashboard.spec.js","",""
"","584","TC12 - Navbar Register button is visible","chromium","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","673","Missing Confirm Password","chromium","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","3685","TC19 - Logout button is visible","webkit","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","9504","TC13 - Job Description field accepts text input","webkit","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","1062","TC17 - Password field masks input","firefox","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","5726","TC06 - Location field is visible","firefox","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","4058","TC11 - All fields are empty on page load","webkit","2026-04-04","passed","2026-04-04","Post New Job","recruiter-post-job.spec.js","",""
"","952","TC20 - Refresh clears the form","webkit","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","4788","TC21 - Empty form shows name validation error","firefox","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","540","TC07 - Company Name field is visible","chromium","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","2444","TC11 - View Applications card is visible","chromium","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","7774","TC08 - Create Job button is visible","webkit","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","4053","TC02 - Dashboard heading is correct","firefox","2026-04-04","passed","2026-04-04","Recruiter Dashboard","recruiter-dashboard.spec.js","",""
"","652","Only spaces in all fields should show validation errors","firefox","2026-04-04","passed","2026-04-04","Job Seeker Registration","jobseeker.spec.js","",""
"","480","TC29 - Job Seeker register link is present","chromium","2026-04-04","passed","2026-04-04","Recruiter Registration","recruiter-register.spec.js","",""
"","4420","TC14 - Register button has correct text","webkit","2026-04-04","passed","2026-04-04","Recruiter Page - Navbar Module","recruiter-login.spec.js","",""
